sld_name,ground_truth_x,ground_truth_y,best_candidate_x,best_candidate_y,association_distance,stage3_rank,stage4_rank,stage5_rank,template_id,template_scale,template_rotation,chamfer_score,coverage_score,verification_score,combined_score
SLD7,1395,171,1368.0,180.0,24.698178070456937,6312,1627,-1,T_0.400_180,0.4,180,6.3565993309021,0,0,6.3565993309021
SLD7,210,387,216.0,398.0,10.124228365658293,11710,15672,-1,T_0.289_180,0.289,180,5.2759690284729,0,0,5.2759690284729
SLD7,310,387,316.0,398.0,10.124228365658293,11749,15677,-1,T_0.289_180,0.289,180,5.279689788818359,0,0,5.279689788818359
SLD7,1009,387,983.0,395.0,24.37724348649781,11750,13813,-1,T_0.372_180,0.372,180,7.336969375610352,0,0,7.336969375610352
SLD7,1109,387,1122.0,395.0,19.981241202688086,11751,9579,-1,T_0.372_180,0.372,180,7.299046516418457,0,0,7.299046516418457
SLD7,1209,387,1215.0,398.0,10.124228365658293,11717,15680,-1,T_0.289_180,0.289,180,5.279689788818359,0,0,5.279689788818359
SLD7,1309,387,1315.0,398.0,10.124228365658293,11718,16062,-1,T_0.289_180,0.289,180,5.281507968902588,0,0,5.281507968902588
SLD7,1409,387,1415.0,398.0,10.124228365658293,11719,16063,-1,T_0.289_180,0.289,180,5.281507968902588,0,0,5.281507968902588
SLD7,1509,387,1514.0,398.0,9.82344135219425,11720,15675,-1,T_0.289_180,0.289,180,5.2759690284729,0,0,5.2759690284729
SLD7,1608,387,1601.0,395.0,10.920164833920778,11721,9328,-1,T_0.372_180,0.372,180,6.958634853363037,0,0,6.958634853363037
SLD7,110,786,110.0,781.0,4.716990566028302,11722,9266,-1,T_0.372_000,0.372,0,7.644617557525635,0,0,7.644617557525635
SLD7,211,786,210.0,781.0,3.905124837953327,11723,9265,-1,T_0.372_000,0.372,0,7.633062362670898,0,0,7.633062362670898
SLD7,311,786,310.0,781.0,3.905124837953327,11752,9347,-1,T_0.372_000,0.372,0,7.660251140594482,0,0,7.660251140594482
SLD7,410,786,410.0,781.0,4.716990566028302,11724,9264,-1,T_0.372_000,0.372,0,7.633037090301514,0,0,7.633037090301514
SLD7,510,786,498.0,781.0,8.381527307120106,11725,9547,-1,T_0.372_000,0.372,0,7.538911819458008,0,0,7.538911819458008
SLD7,710,786,709.0,781.0,3.905124837953327,11727,9267,-1,T_0.372_000,0.372,0,7.644617557525635,0,0,7.644617557525635
SLD7,810,786,809.0,781.0,3.905124837953327,11728,9268,-1,T_0.372_000,0.372,0,7.644617557525635,0,0,7.644617557525635
SLD7,909,786,909.0,781.0,4.716990566028302,11729,9269,-1,T_0.372_000,0.372,0,7.644617557525635,0,0,7.644617557525635
SLD7,1009,786,1009.0,781.0,4.716990566028302,11575,9263,-1,T_0.372_000,0.372,0,7.629213333129883,0,0,7.629213333129883
SLD7,1109,786,1109.0,781.0,4.716990566028302,11753,9348,-1,T_0.372_000,0.372,0,7.66151762008667,0,0,7.66151762008667
SLD7,1310,786,1322.0,781.0,16.194134740701646,11731,10827,-1,T_0.372_000,0.372,0,7.521259307861328,0,0,7.521259307861328
SLD7,1409,786,1397.0,781.0,8.381527307120106,11732,10352,-1,T_0.372_000,0.372,0,7.479104995727539,0,0,7.479104995727539
SLD7,1509,786,1508.0,781.0,3.905124837953327,11733,9270,-1,T_0.372_000,0.372,0,7.644617557525635,0,0,7.644617557525635
SLD7,20,0,3.0,0.0,14.317821063276353,7542,2984,-1,T_0.400_090,0.4,90,6.846875190734863,0,0,6.846875190734863
SLD7,20,128,3.0,117.0,13.92838827718412,7604,2995,-1,T_0.400_090,0.4,90,6.846875190734863,0,0,6.846875190734863
SLD7,20,440,5.0,432.0,13.124404748406688,7680,6112,-1,T_0.372_090,0.372,90,6.633116722106934,0,0,6.633116722106934
SLD7,20,549,17.0,562.0,19.026297590440446,7734,3240,-1,T_0.400_270,0.4,270,7.082840442657471,0,0,7.082840442657471
SLD7,20,579,3.0,584.0,17.029386365926403,7764,3006,-1,T_0.400_090,0.4,90,6.846875190734863,0,0,6.846875190734863
SLD7,20,609,3.0,584.0,23.021728866442675,7794,3006,-1,T_0.400_090,0.4,90,6.846875190734863,0,0,6.846875190734863
SLD7,20,639,3.0,612.0,24.698178070456937,7824,3034,-1,T_0.400_090,0.4,90,6.846875190734863,0,0,6.846875190734863
